item_id,prefix,good_continuation,bad_continuation,log_freq,log_freq_alter
news_0,"While small in its size, the ""House of Phaedra"" is adorned with refined detailing, with scenes of nature and patterns found throughout the",space,march,9.692210811286753,9.692025505995757
news_1,This connectivity is anticipated to promote mutual investments and ease the flow of business travelers between the two,countries,whys,10.792057591809684,10.794029614387506
news_2,You will never be able to perform at your peak if you are not properly,hydrated,gimmick,5.3230099791384085,5.3230099791384085
news_3,"Our predictive approach could be adapted to other bacterial strains, allowing for more personalized treatment",strategies,redistributive,9.421411342056125,9.421411342056125
news_4,He doesn't give a damn about the Latino,community,conditioning,10.218663189296832,10.21368914641778
news_5,"""We're going to come in number one, you have to stop crime, and we're going to let the police do their",job,roads,10.389641313496467,10.389210729741276
news_6,It will probably enable you in the long term for your small business,advantages,preapproving,9.268986567408916,9.268892258925796
news_7,"Athletes who are dehydrated often feel sluggish and nauseous, get headaches easily, and feel like their body s battery is on",zero,patches,7.935945103353701,7.936302693201959
news_8,Kids will love ornament decorating and story time with Santa's,elves,violins,6.728628613084702,6.728628613084702
news_9,"In case your competitor exhibited at a tradeshow final yr, there is a good probability the tradeshow can be related to your",model,containment,9.919016354153754,9.918622440120398
news_10,"This growing popularity reflects a broader trend of increased interest in South Korea, showcasing the city s vibrant culture, innovative technology, and unique culinary",scene,objectivity,9.194109358865765,9.19187085569252
news_11,Burke County officials will hold a groundbreaking for its new EMS headquarters and a new animal shelter next,week,second,10.838933643450025,10.83767713989804
news_12,"COVID, ironically, is partially responsible for the rise in TB",cases,under,11.065105938780365,11.06126457437221
news_13,"For accommodations, travelers can choose from lodge rooms, log cabins, glamping tents, cottages or the villa, which sleeps up to 14",people,also,11.72432026924989,11.724894816809504
news_14,"As Oz reveals later on to Victor, her most recent diagnosis was Lewy body dementia, and her memory episodes are getting",worse,refused,9.448884719866417,9.44951474036292
news_15,Demand The COVID-19 pandemic and the economic crises that followed have had two notable and opposing impacts on plastic,consumption,exhausted,8.11102783819368,8.11102783819368
