"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""AP Sports SummaryBrief at 9:57 p.m. EDT""","https://www.yakimaherald.com/ap/sports/ap-sports-summarybrief-at-9-57-p-m-edt/article_e1326315-fb43-53a2-aaeb-6666ba5943d5.html","2024-10-28 01:57:04","AP","Yakima Herald-republic","United States Of America","Education","English","Jayden Daniels' Hail Mary TD to Noah Brown gives Commanders 18-15 win over Bears","",""
"""Seahawks made a lot of mistakes, but here’s why they actually lost to Bills""","https://www.yakimaherald.com/sports/professional_sports/seahawks/seahawks-made-a-lot-of-mistakes-but-here-s-why-they-actually-lost-to-bills/article_5cd8d8d2-87a8-5890-9825-04d7d6202345.html","2024-10-28 01:40:14","Matt Calkins from The Seattle Times","Yakima Herald-republic","United States Of America","Education","English","There is no doubt the Seahawks made too many mistakes Sunday. There is little doubt they would have lost even if they had those plays back.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/5/1d/51d31bf1-df95-5819-9989-9421d8b95d0c/671ef56b54dda.image.jpg?resize=300%2C218",""
"""Georgian president won't recognize parliamentary election result and calls for a protest""","https://www.yakimaherald.com/news/nation_and_world/nation/georgian-president-wont-recognize-parliamentary-election-result-and-calls-for-a-protest/article_bb99f386-4c04-5821-8985-ca7d94b8bf8b.html","2024-10-28 01:37:49","By EMMA BURROWS - Associated Press","Yakima Herald-republic","United States Of America","Education","English","Georgia’s president says she doesn't recognize the results of this weekend’s parliamentary vote, which election officials say was won by the ruling party. President Salome Zourabichvili said the country fell victim to a “Russian special operation” aimed at moving it...","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/8/05/8057c128-5022-514f-a1ce-6294da18ef9f/671e92ef8c8b8.image.jpg?resize=300%2C200",""
"""Seahawks teammates Derick Hall and Jarran Reed separated on sideline during loss to Bills""","https://www.yakimaherald.com/ap/sports/seahawks-teammates-derick-hall-and-jarran-reed-separated-on-sideline-during-loss-to-bills/article_d91a837d-c8ed-5528-ad5b-0a319fd077da.html","2024-10-28 01:35:35","By SHANE LANTZ - Associated Press","Yakima Herald-republic","United States Of America","Education","English","Things got so frustrating for the Seahawks in Sunday’s 31-10 loss to the Buffalo Bills that a pair of Seattle players exchanged blows and had to be separated on the sideline. In the seconds after linebacker Derick Hall was flagged...","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/4/3b/43b3101c-408b-5709-a840-e4fb97155161/671eea9c363b4.image.jpg?resize=300%2C200",""
"""Trump's Madison Square Garden event features crude and racist insults""","https://www.yakimaherald.com/news/nation_and_world/nation/trumps-madison-square-garden-event-features-crude-and-racist-insults/article_b742b6e6-ae4d-543e-a7cf-6215282b668f.html","2024-10-28 01:21:44","By JILL COLVIN and MICHELLE L. PRICE - Associated Press","Yakima Herald-republic","United States Of America","Education","English","Donald Trump hosted a rally featuring crude and racist insults at New York’s Madison Square Garden, turning what his campaign had dubbed as the event where he would deliver his closing message into an illustration of what turns off his...","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/9/00/90020498-81c7-5059-a453-3855c92f3057/671e486485a8e.image.jpg?resize=300%2C200",""
"""AP Sports SummaryBrief at 9:20 p.m. EDT""","https://www.yakimaherald.com/ap/sports/ap-sports-summarybrief-at-9-20-p-m-edt/article_e1326315-fb43-53a2-aaeb-6666ba5943d5.html","2024-10-28 01:20:06","AP","Yakima Herald-republic","United States Of America","Education","English","Jayden Daniels' Hail Mary TD to Noah Brown gives Commanders 18-15 win over Bears","",""
"""Perez job in jeopardy as Red Bull boss refuses to confirm Mexican driver will finish F1 season""","https://www.yakimaherald.com/ap/sports/perez-job-in-jeopardy-as-red-bull-boss-refuses-to-confirm-mexican-driver-will-finish/article_f62bee79-9e50-5efd-928b-7408eb5fcdc3.html","2024-10-28 01:18:09","By JENNA FRYER - AP Auto Racing Writer","Yakima Herald-republic","United States Of America","Education","English","Sergio Perez could not deliver at his home race or for Red Bull Racing, and after a 17th-place finish Sunday, team principal Christian Horner would not guarantee Perez will finish the season. Horner had been emphatic two days earlier that...","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/c/9f/c9f9a07f-ba81-50b4-8fec-7d044ca9a0c7/671ee6df15470.image.jpg?resize=300%2C200",""
"""Angry Seahawks teammates, bad snaps, bad penalties all part of sloppy effort""","https://www.yakimaherald.com/sports/professional_sports/seahawks/angry-seahawks-teammates-bad-snaps-bad-penalties-all-part-of-sloppy-effort/article_5ebc3576-bf06-5e60-82b4-e887f14c428c.html","2024-10-28 01:10:18","Tim Booth from The Seattle Times","Yakima Herald-republic","United States Of America","Education","English","Bad snaps, careless penalties, on-field bickering and a sideline dust up all became part of the story in the Seahawks’ resounding 31-10 loss to Buffalo.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/f/38/f384266b-2a4f-585e-ad48-c41a3dcff5db/671ee61baf0df.image.jpg?resize=300%2C358",""
"""Bad snaps, bad penalties, angry teammates all part of sloppy Seahawks effort""","https://www.yakimaherald.com/sports/professional_sports/seahawks/bad-snaps-bad-penalties-angry-teammates-all-part-of-sloppy-seahawks-effort/article_5ebc3576-bf06-5e60-82b4-e887f14c428c.html","2024-10-28 01:10:18","Tim Booth from The Seattle Times","Yakima Herald-republic","United States Of America","Education","English","Bad snaps, careless penalties, on-field bickering and a sideline dust up all became part of the story in the Seahawks’ resounding 31-10 loss to Buffalo.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/f/38/f384266b-2a4f-585e-ad48-c41a3dcff5db/671ee61baf0df.image.jpg?resize=300%2C358",""
"""Reporter Bob Condotta harshly grades Seahawks’ debacle vs. Bills""","https://www.yakimaherald.com/sports/professional_sports/seahawks/reporter-bob-condotta-harshly-grades-seahawks-debacle-vs-bills/article_3383aaa1-bb97-55ed-96e7-2d0f9bd70e7d.html","2024-10-28 01:00:33","Bob Condotta from The Seattle Times","Yakima Herald-republic","United States Of America","Education","English","As you might expect after the Seahawks' 31-10 debacle of loss to the Bills, beat reporter Bob Condotta has quite a few bad grades to hand out.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/3/23/3231037d-0254-5c14-b9dc-8c2e79642d21/671ee61dc1f9d.image.jpg?resize=300%2C200",""
