"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Hoda Kotb, Jenna Bush Hager Dress as ‘Titanic’ Characters Jack and Rose for 2024 TODAY Halloween - TODAY""","https://news.google.com/rss/articles/CBMingFBVV95cUxPb3QxdGtVUkRBaWdDOGRBRWlnbElyMFhJN0hza0YxcVpweE04dHRMLWZvUHR5b0hrWFc0LXhjUl9XVFZ4YXNqSmRKT1hlTmwzWnFoem94dVQ5RDNYLV80NTNNTWs3WXE0TGh5OHpIOWQ0X2QwSUdRdlFvY1dGeDZRMmh5SGdJN2lEdU5hajJzdDBCTnBVaU9wZ3RLQUgyd9IBVEFVX3lxTE9rN2xCYkMtUVQ2U2dNN3hzNjVvdXBOS3otMzh3XzlSVkpWNDA0ZFBHRDZfSERMU3NsRWJqR0FvWXM0X2NYS1l3VnU2OURwSFJLenZoVg?oc=5","2024-10-31 14:26:35","","Google News","United States Of America","Entertainment","English","Hoda Kotb, Jenna Bush Hager Dress as ‘Titanic’ Characters Jack and Rose for 2024 TODAY Halloween TODAYTODAY Halloween 2024: All The Costume Reveals and Best Moments TODAYSee Photos of Hoda Kotb, Jenna Bush Hager, Salma Hayek, Jimmy Fallon and More PEOPLE'Today Show' Hosts Debut 2024 Halloween Costumes NewsweekDon't Let Go of Hoda Kota, Jenna Bush Hager’s Titanic Costume Reveal Yahoo Entertainment","",""
"""Legally Blonde’s Luke Wilson Makes Cameo During Today’s Halloween Show""","https://www.eonline.com/news/1409328/legally-blondes-luke-wilson-makes-perfect-surprise-cameo-during-todays-halloween-episode?cmpid=rss-syndicate-genericrss-us-top_stories","2024-10-31 14:26:00","","E! Online","United States Of America","Entertainment","English","What, like having the perfect Halloween costume is hard? It wasn’t, at least, for Today’s Savannah Guthrie as she sported a spot-on recreation of Reese Witherspoon’s Elle Woods from Legally...","https://akns-images.eonline.com/eol_images/Entire_Site/2024931/rs_1200x1200-241031070532-savannah.jpg?fit=around%7C660%3A660",""
"""Wisconsin and Iowa meet with bowl eligibility on the line; Hawkeyes to start Brendan Sullivan at QB""","https://www.newspressnow.com/sports/national/wisconsin-and-iowa-meet-with-bowl-eligibility-on-the-line-hawkeyes-to-start-brendan-sullivan/article_65c2d9bf-b305-580c-b654-627cb74e4b28.html","2024-10-31 14:25:37","By The Associated Press","Newspressnow","United States Of America","Entertainment","English","Wisconsin visits Iowa to play for the Heartland Trophy at Kinnick Stadium in Iowa City on Saturday. Both teams are 5-3 and looking to enhance their bowl positions. The winner in this game will be bowl eligible. The loser will...","https://bloximages.newyork1.vip.townnews.com/newspressnow.com/content/tncms/assets/v3/editorial/6/19/6191c008-b143-5575-8e77-e31089b41a62/672396351a5b4.image.jpg?resize=300%2C200",""
"""This Halloween, What Are New Jersey Voters Really Afraid Of? More Than Half Say the 2024 Election.""","https://www.newswise.com/articles/this-halloween-what-are-new-jersey-voters-really-afraid-of-more-than-half-say-the-2024-election/?sc=rsln","2024-10-31 14:25:23","Rutgers University-New Brunswick","Newswise","United States Of America","Entertainment","English","When asked how the upcoming 2024 presidential election makes them feel, a majority of New Jersey voters express some kind of dread, according to the latest Rutgers-Eagleton Poll. Fifty-seven percent say something about being anxious (15%), nervous (14%), uneasy (12%), scared (12%) or worried (4%). Eight percent cite being excited, optimistic or hopeful.","https://www.newswise.com/legacy/image.php?height=150&image=%2Fimages%2Fuploads%2F2024%2F10%2F31%2F672384de9c15f_AdobeStockSpookyElectionHERO.jpg&width=100",""
"""Worst player roles in Football Manager""","https://www.videogamer.com/features/football-manager-worst-player-roles/","2024-10-31 14:25:16","wbreid310@gmail.com (William Reid)","Video Gamer","United States Of America","Entertainment","English","A run through of the worst roles in Football Manager that have more than overstayed their welcome and deserve the boot.","https://www.videogamer.com/wp-content/uploads/football-manager-worst-roles.jpg?hl=false",""
"""Local dance coach takes helm at Virginia Tech""","https://www.mtairynews.com/apg_sister_paper/carroll/local-dance-coach-takes-helm-at-virginia-tech/article_7b1e5fb6-5a82-5437-9732-85ec2dfdfb35.html","2024-10-31 14:25:00","","Mtairynews","United States Of America","Entertainment","English","HILLSVILLE — Kelly Krantz, owner/founder/director of Carroll and Surry County Dance Centers and Head Coach for Carroll County High School’s Dance Team, has been appointed as the new Head Coach for Virginia Tech’s Dance Team, the HighTechs.","https://bloximages.chicago2.vip.townnews.com/mtairynews.com/content/tncms/assets/v3/editorial/5/b1/5b15e80a-5fd6-56ac-a097-eed88bfff0e5/67227dfa5d893.image.jpg?resize=300%2C300",""
"""Biden Pretends to Chomp Kids, Admires Costumes at White House Halloween Event""","https://www.tmz.com/2024/10/31/joe-biden-pretends-to-bite-kids-in-costume-white-house-halloween-event/","2024-10-31 14:24:38","TMZ Staff","Tmz","United States Of America","Entertainment","English","The White House Halloween Party featured tons of kids in costumes ... many of whom got to meet -- and were nearly eaten -- by the President of the United States. The event went down Wednesday night ... and, like we told you, it received some...","https://imagez.tmz.com/image/a0/4by3/2024/10/31/a0e145752b32401c89466d98779ff1bf_md.jpg",""
"""Agatha All Along Finale Recap: Like Mother(s) Like Son(s)""","http://www.vulture.com/article/agatha-all-along-finale-episode-8-9-ending-recap-review.html","2024-10-31 14:23:57","Caroline Framke","Vulture","United States Of America","Entertainment","English","This story’s ending (and beginning, and middle) confirms Agatha is not a good person, but she is a great character.","https://pyxis.nymag.com/v1/imgs/c04/95a/89e862e585ee8446cb10c520e72fd9d75d-agatha-all-along-finale-recap.2x.rhorizontal.w710.jpg",""
"""Diddy’s Anonymous Accuser Must Reveal Her Identity Or Have Case Thrown Out""","https://www.hotnewhiphop.com/856045-diddy-accuser-must-reveal-identity-hip-hop-news","2024-10-31 14:23:45","Caroline Fisher","Hot New Hip Hop","United States Of America","Entertainment","English","Jane Doe has to file a complaint against Diddy under her own name by November 13 to move forward with the case.The post Diddy’s Anonymous Accuser Must Reveal Her Identity Or Have Case Thrown Out appeared first on HotNewHipHop.","https://www.hotnewhiphop.com/imgprst/390x273-cover-81-auto/2024/10/Diddy-22-scaled.jpg",""
"""Shawn Mendes Reveals Where He Stands with Camila Cabello Today, Why He Canceled His ‘Wonder’ Tour""","https://www.justjared.com/2024/10/31/shawn-mendes-reveals-where-he-stands-with-camila-cabello-today-why-he-canceled-his-wonder-tour/","2024-10-31 14:20:39","Just Jared","Just Jared","United States Of America","Entertainment","English","Shawn Mendes is speaking out in a new interview. The 26-year-old entertainer spoke about a myriad of topics, including his ex girlfriend Camila Cabello and if they’re still close, having to cancel his entire Wonder tour in 2022, and more in the NYT. We’ve gathered up a few highlights here for you to see. Keep [...]","https://cdn01.justjared.com/wp-content/uploads/headlines/2024/10/shawn-mendes-nyt.jpg",""
