"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Ole Miss alum, author to share treasured music mementos with UM Blues Archive""","https://www.djournal.com/news/education/ole-miss-alum-author-to-share-treasured-music-mementos-with-um-blues-archive/article_edd01b4a-9537-11ef-8510-2ff87539f652.html","2024-10-29 08:45:00","","Daily Journal","United States Of America","Education","English","OXFORD — Bill Morris' Jackson office is filled with multiple framed photographs of family and shelves stacked with treasured books. Walls of pictures and news clippings showcase his love of vocal group harmony — The Drifters, The Moonglows, The Platters...","https://bloximages.newyork1.vip.townnews.com/djournal.com/content/tncms/assets/v3/editorial/b/ba/bba2a1b0-953c-11ef-bf1e-4f4ef3432cc2/671fa5fb0af4d.image.jpg?resize=300%2C185",""
"""Middle East latest: Dozens are killed or wounded in an Israeli strike on northern Gaza""","https://www.yakimaherald.com/news/nation_and_world/nation/middle-east-latest-dozens-are-killed-or-wounded-in-an-israeli-strike-on-northern-gaza/article_6d390527-a3dc-5e34-80d2-f3e761f00645.html","2024-10-29 08:44:20","By The Associated Press","Yakima Herald-republic","United States Of America","Education","English","At least 34 people have been killed and another 20 wounded in an Israeli strike early Tuesday on a five-story building where displaced Palestinians were sheltering in the northern Gaza Strip. Gaza’s Health Ministry says the death toll from more...","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/5/cf/5cf7f1ab-5759-596c-8c7e-8fe7105aba8b/6716526b80a06.image.jpg?resize=300%2C200",""
"""Letter: Shameful behavior from a draft-dodger and his supporters""","https://www.yakimaherald.com/opinion/letter-shameful-behavior-from-a-draft-dodger-and-his-supporters/article_c92056f6-9326-11ef-89b0-a39fbd2c5d3f.html","2024-10-29 08:00:00","Ralph Call","Yakima Herald-republic","United States Of America","Education","English","To the editor — As an 80-year-old who served in the Air Force for six years, one of those in Vietnam, I have never been so ashamed of my country as I have been in the last few months.","",""
"""Commentary: Distorted data produces a fictional migrant murder spree""","https://www.yakimaherald.com/opinion/commentary-distorted-data-produces-a-fictional-migrant-murder-spree/article_a384fec2-93c8-11ef-b3e3-c76cc5e62aed.html","2024-10-29 08:00:00","DANIEL P. MEARS and BRYAN HOLMES Los Angeles Times","Yakima Herald-republic","United States Of America","Education","English","Homicide is a serious problem that calls for effective policy responses built on accurate information. Unfortunately, prominent politicians are again propagating the inaccurate notion that immigrants disproportionately contribute to crime, especially murder.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/3/06/3063ac12-93c9-11ef-8ee0-f3574e2eeb46/671d37311a98b.image.jpg?resize=300%2C200",""
"""Letter: Unless you want to keep paying more, vote for I-2117""","https://www.yakimaherald.com/opinion/letter-unless-you-want-to-keep-paying-more-vote-for-i-2117/article_35b4ac4e-91a2-11ef-bd91-839d61c9f5f4.html","2024-10-29 08:00:00","Eric Prater","Yakima Herald-republic","United States Of America","Education","English","To the editor — How's that carbon tax working out for you? Are you enjoying 43 cents per gallon higher gas prices and 53 cents more for diesel? Higher electric/natural gas prices?","",""
"""Opinion: Corry, Dufault are the logical choices in District 15""","https://www.yakimaherald.com/opinion/opinion-corry-dufault-are-the-logical-choices-in-district-15/article_fd65c2e4-930c-11ef-9133-876a2b978494.html","2024-10-29 08:00:00","Yakima Herald-Republic Editorial Board","Yakima Herald-republic","United States Of America","Education","English","The two open House seats in Washington’s newly redrawn 15th Legislative District pit a couple of relative newcomers against two candidates with practical political experience.","https://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/4/b5/4b5e7e82-8fed-11ef-9d06-e3d87fbb465c/6716bf1ebd640.image.jpg?resize=300%2C169",""
"""Palestinian medical officials say an Israeli strike in northern Gaza killed 34 people""","https://www.yakimaherald.com/news/nation_and_world/nation/palestinian-medical-officials-say-an-israeli-strike-in-northern-gaza-killed-34-people/article_f7633a87-8873-5c4b-83c9-1ddf9c4dc808.html","2024-10-29 07:10:25","AP","Yakima Herald-republic","United States Of America","Education","English","Gaza’s Health Ministry says an Israeli strike on a five-story building where displaced Palestinians were sheltering in northern Gaza has killed at least 34 people, more than half of them women and children. The ministry’s emergency service says another 20...","",""
"""AM Prep-Segue""","https://www.yakimaherald.com/sports/motorsports/am-prep-segue/article_7fd3eb65-5f15-5013-8219-f38facc6228b.html","2024-10-29 07:05:09","By Margie Szaroleta - Associated Press","Yakima Herald-republic","United States Of America","Education","English","World Series' first two games draw huge audiences in Japan","",""
"""AP Sports SummaryBrief at 2:12 a.m. EDT""","https://www.yakimaherald.com/ap/sports/ap-sports-summarybrief-at-2-12-a-m-edt/article_c285b778-8024-5570-96bf-8ca938f4e7e9.html","2024-10-29 06:12:07","AP","Yakima Herald-republic","United States Of America","Education","English","Freeman and Buehler lead Dodgers past slumping Yankees 4-2 for 3-0 advantage in World Series","",""
"""AP Sports SummaryBrief at 1:23 a.m. EDT""","https://www.yakimaherald.com/ap/sports/ap-sports-summarybrief-at-1-23-a-m-edt/article_c285b778-8024-5570-96bf-8ca938f4e7e9.html","2024-10-29 05:23:07","AP","Yakima Herald-republic","United States Of America","Education","English","Freeman and Buehler lead Dodgers past slumping Yankees 4-2 for 3-0 advantage in World Series","",""
