"TITLE","ARTICLE LINK","PUBLISHED DATE (GMT)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Burns’ header pushes Durango past George Washington 1-0""","https://www.durangoherald.com/articles/burns-header-pushes-durango-past-george-washington-1-0/","2024-10-31 14:28:46","","Durango Herald","United States Of America","Sports","English","","",""
"""Arrests made after World Series celebrations in Los Angeles see bus burned, businesses burglarized""","https://sports.yahoo.com/arrests-made-after-world-series-celebrations-in-los-angeles-see-bus-burned-businesses-burglarized-142832172.html","2024-10-31 14:28:32","Yahoo Sports","Yahoo! News","United States Of America","Sports","English","Police had to disperse rowdy crowds celebrating the Dodgers win over the Yankees in Game 5.","https://s.yimg.com/uu/api/res/1.2/HijDTD0ej7mhqZag_HEEsg--~B/aD01MjAxO3c9Nzc1MTthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-10/69f3eb60-9791-11ef-be3f-82024329175d",""
"""Bayern Munich and Germany icon open to 2025 MLS transfer | Sporting News""","https://www.sportingnews.com/us/soccer/news/bayern-munich-germany-2025-mls-transfer/1326ac6bde8d2519f525e941","2024-10-31 14:28:24","Feargal Brennan","Sporting News","United States Of America","Sports","English","","https://library.sportingnews.com/styles/crop_style_16_9_desktop/s3/2024-09/GettyImages-2169766279.jpg?h=edc41d17&itok=sGLvDXVH",""
"""Real Madrid's trip to Valencia postponed after floods""","https://www.bbc.com/sport/football/articles/c704k29e15zo","2024-10-31 14:28:05","","The Bbc","United States Of America","Sports","English","La Liga champions Real Madrid's match against Valencia, scheduled for Saturday, is postponed after devastating flash floods in Spain.","https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/d873/live/bee7d050-9791-11ef-a799-cb65e49da474.jpg",""
"""Molly Qerim called ‘magical’ for sparkling First Take outfit as host stuns alongside Stephen A. Smith and team""","https://www.the-sun.com/sport/12791080/molly-qerim-first-take-stephen-a-smith/","2024-10-31 14:27:50","Henry Tomlinson","The Sun","United States Of America","Sports","English","","https://www.the-sun.com/wp-content/uploads/sites/6/2024/10/OQ-OFF-PLATFORM-MOLLY_a54a56.jpg?crop=1&h=1080&quality=100&strip=all&w=1920",""
"""FPL Tips: Three Forwards to Transfer in for Gameweek 10 Including Chelsea Man""","https://www.yardbarker.com/soccer/articles/fpl_tips_three_forwards_to_transfer_in_for_gameweek_10_including_chelsea_man/s1_17204_41153623","2024-10-31 14:27:50","Kavin Kumar, Last Word On Sports","Yardbarker","United States Of America","Sports","English","Last Word on Football brings you three forwards you should transfer into your Gameweek 10 squad, with the FPL deadline set for 12:00 PM BST on November 2.","https://www.yardbarker.com/media/f/a/fa84f88d3d2cd8cdeb872a892f83212d38692e1f/thumb_16x9/imago1050653511h-1024x683.jpg",""
"""Dodgers fans celebrate World Series title with street takeovers, fireworks""","https://www.abc4.com/sports/dodgers-fans-take-to-the-streets-to-celebrate-world-series-title/","2024-10-31 14:27:34","Vivian Chow,Marc Sternfield","Salt Lake City","United States Of America","Sports","English","Hundreds of thousands of Dodgers fans, some of whom resorted to destructive behavior, crowded the streets of Los Angeles Wednesday night to celebrate the team's 2024 World Series title. Sky5 captured footage of fans setting off fireworks, marching through streets and blocking intersections. Buildings across L.A. were illuminated in Dodger Blue, including L.A. City Hall, [...]","https://www.abc4.com/wp-content/uploads/sites/4/2024/10/AP24305375466567.jpg?w=900",""
"""Phillies All-Star urged to cut ties with Philly in favor of Yankees | Sporting News""","https://www.sportingnews.com/us/mlb/philadelphia-phillies/news/phillies-all-star-urged-cut-ties-philly-favor-yankees/e0cba56f859e78989a592730","2024-10-31 14:27:09","Patrick McAvoy","Sporting News","United States Of America","Sports","English","","https://library.sportingnews.com/styles/crop_style_16_9_desktop/s3/2024-07/Phillies%20hat%205.jpg?h=90c4cde9&itok=j9cgkwGT",""
"""Tony Khan Congratulates Private Party on AEW Tag Team Title Win""","https://411mania.com/wrestling/tony-khan-congratulates-private-party-on-aew-tag-team-title-win/","2024-10-31 14:27:03","Joseph Lee","411mania","United States Of America","Sports","English","As previously reported, Private Party are the new AEW World Tag Team Champions after beating the Young Bucks on last night’s Dynamite. In a post[.........]The post Tony Khan Congratulates Private Party on AEW Tag Team Title Win appeared first on 411MANIA.","",""
"""Swimming And Diving Welcomes No. 1 Virginia To Chapel Hill""","https://goheels.com/news/2024/10/31/swimming-diving-swimming-and-diving-welcomes-no-1-virginia-to-chapel-hill","2024-10-31 14:27:00","","Official Athletics Website","United States Of America","Sports","English","Swimming and Diving is back in action on Friday at 4:00 p.m. EST against the four-time defending NCAA Champions, the University of Virginia.","https://admin.goheels.com/common/controls/image_handler.aspx?thumb_prefix=rp_system%E2%84%91_path%3D%2Fimages%2F2024%2F10%2F26%2FPoulsen_Sebastian.usc.20241026SD790.jpg",""
